UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,token_id,feature
22,Dronguphrex,#113,#8,#67,#67,#6,#6,#15,#8,5624,
22,Xuddak,#5,#1,#119,#67,#0,#6,#15,#8,5625,
22,Sioniknis,#3,#12,#119,#20,#3,#6,#15,#8,5626,
25,Ghabbaas,#99,#13,#122,#6,#5,#8,#15,#8,5627,Game Token
22,Uxxistrin,#58,#4,#101,#1,#3,#4,#15,#8,5628,
25,Miuhlous,#1,#3,#122,#66,#0,#8,#15,#8,5629,Game Token
22,Kiszuxtrohr,#90,#2,#5,#61,#5,#9,#15,#8,5630,
22,Ablal,#48,#4,#5,#77,#7,#7,#15,#8,5631,
15,Konik,#92,#14,#122,#21,#3,#10,#15,#1,5632,
22,Aulliakruu,#38,#8,#48,#67,#2,#9,#15,#8,5633,
25,Aollao,#108,#6,#122,#67,#2,#3,#15,#8,5634,Game Token
22,Liuhlous,#23,#10,#36,#76,#1,#3,#15,#8,5635,
22,Dimuszax,#84,#4,#87,#10,#2,#1,#15,#8,5636,
11,Siohlol,#28,#11,#115,#37,#3,#3,#15,#3,5637,
25,Chognuss,#14,#1,#122,#73,#7,#7,#15,#8,5638,
12,Eagguugnirm,#67,#10,#42,#86,#5,#3,#4,#8,5639,
22,Sthribroikioz,#31,#6,#45,#31,#7,#0,#15,#8,5640,
25,Zarchelru,#8,#1,#122,#56,#6,#8,#15,#8,5641,
22,Ghalfignith,#90,#14,#113,#69,#5,#9,#15,#8,5642,
25,Strudroz,#51,#3,#122,#62,#6,#9,#15,#8,5643,
25,Trultarm,#65,#13,#122,#32,#3,#4,#15,#8,5644,
22,Giucentiun,#13,#12,#75,#69,#0,#5,#15,#8,5645,
2,Friushollo,#7,#9,#3,#59,#1,#8,#5,#5,5646,
12,Slinridurth,#84,#8,#104,#14,#1,#9,#5,#8,5647,
16,Pouxiu,#103,#11,#122,#15,#3,#1,#8,#8,5648,
12,Drolmo,#91,#8,#16,#32,#6,#1,#14,#8,5649,
25,Raommoihr,#27,#10,#122,#64,#2,#4,#15,#8,5650,
25,Audamoi,#121,#6,#122,#88,#5,#9,#15,#8,5651,
22,Giunuthre,#104,#5,#21,#17,#6,#10,#15,#8,5652,
16,Aummiallou,#101,#5,#122,#83,#2,#6,#6,#8,5653,
12,Zistriuthous,#61,#3,#117,#32,#1,#10,#13,#8,5654,
12,Khuphriz,#94,#12,#107,#11,#2,#4,#4,#8,5655,
26,Grubirruth,#28,#10,#122,#32,#4,#0,#15,#8,5656,Game Token
22,Reshoz,#71,#11,#5,#34,#0,#2,#15,#8,5657,
22,Wremok,#45,#1,#72,#19,#0,#6,#15,#8,5658,
25,Nozorr,#30,#13,#122,#86,#0,#7,#15,#8,5659,
25,Khaphon,#36,#3,#122,#41,#6,#6,#15,#8,5660,
22,Tiolfoimle,#131,#2,#114,#83,#5,#3,#15,#8,5661,
25,Humfao,#103,#2,#122,#60,#7,#6,#15,#8,5662,
22,Thraultess,#46,#13,#59,#3,#1,#2,#15,#8,5663,
25,Blobraun,#82,#14,#122,#10,#5,#2,#15,#8,5664,
16,Ibhaotil,#10,#14,#122,#4,#0,#8,#12,#8,5665,
15,Erzac,#11,#1,#122,#32,#6,#10,#15,#3,5666,
25,Arouss,#31,#9,#122,#82,#4,#7,#15,#8,5667,
22,Nebhauh,#8,#2,#27,#16,#1,#5,#15,#8,5668,
11,Trisziarth,#56,#7,#79,#11,#3,#3,#15,#5,5669,
12,Moirouxxou,#48,#12,#45,#0,#7,#6,#8,#8,5670,
25,Priunoth,#67,#5,#122,#75,#6,#6,#15,#8,5671,
22,Huntirr,#68,#14,#89,#69,#2,#6,#15,#8,5672,
22,Frioldeaz,#57,#8,#121,#39,#4,#1,#15,#8,5673,
22,Rerzhelfik,#0,#7,#57,#70,#4,#6,#15,#8,5674,
11,Pestrix,#109,#8,#65,#86,#4,#9,#15,#7,5675,
22,Cherraurth,#71,#11,#107,#3,#6,#2,#15,#8,5676,
12,Guzol,#94,#3,#67,#20,#1,#2,#5,#8,5677,
25,Shraussaadhuu,#40,#10,#122,#32,#2,#3,#15,#8,5678,
25,Chaublethruhr,#100,#8,#122,#27,#5,#8,#15,#8,5679,
15,Sthrene,#89,#5,#122,#47,#5,#0,#15,#0,5680,
25,Jeanriz,#40,#6,#122,#27,#2,#3,#15,#8,5681,
22,Glexxiu,#10,#7,#82,#40,#6,#7,#15,#8,5682,
16,Ostru,#67,#8,#122,#9,#4,#10,#2,#8,5683,
12,Slessonuhr,#114,#9,#77,#9,#4,#4,#1,#8,5684,
25,Srardusiorth,#120,#7,#122,#36,#0,#8,#15,#8,5685,
22,Uunguhr,#3,#13,#109,#63,#2,#5,#15,#8,5686,
11,Ulfihaorm,#122,#9,#92,#81,#0,#9,#15,#0,5687,
22,Kretuukhirr,#109,#1,#18,#49,#6,#4,#15,#8,5688,
25,Taudheath,#88,#7,#122,#79,#3,#9,#15,#8,5689,
12,Caphurr,#123,#6,#52,#51,#1,#9,#2,#8,5690,
25,Droutria,#100,#4,#122,#66,#0,#1,#15,#8,5691,
22,Shionse,#53,#5,#5,#9,#1,#0,#15,#8,5692,
15,Wroress,#26,#12,#122,#26,#7,#6,#15,#6,5693,
22,Photrukios,#108,#5,#31,#86,#4,#0,#15,#8,5694,
15,Zougouhraus,#121,#2,#122,#12,#6,#0,#15,#5,5695,
2,Drinnuuth,#32,#7,#9,#8,#5,#8,#0,#4,5696,
22,Sthraxik,#3,#11,#32,#80,#5,#3,#15,#8,5697,
22,Tixutt,#19,#7,#15,#13,#3,#2,#15,#8,5698,
22,Vionsoikrous,#3,#11,#51,#36,#6,#6,#15,#8,5699,
25,Cheruu,#96,#12,#122,#41,#1,#1,#15,#8,5700,
22,Bekhel,#131,#10,#4,#36,#3,#7,#15,#8,5701,
11,Stuuxhe,#79,#2,#78,#57,#6,#3,#15,#7,5702,
22,Gliobumluus,#30,#5,#11,#65,#0,#8,#15,#8,5703,
11,Ghuummurpu,#90,#6,#29,#29,#5,#6,#15,#1,5704,
22,Wrisza,#55,#13,#47,#88,#1,#2,#15,#8,5705,
12,Boknaszaux,#80,#1,#99,#24,#1,#10,#13,#8,5706,
25,Akrekhuz,#61,#1,#122,#27,#4,#4,#15,#8,5707,
22,Sloubriurriul,#43,#11,#4,#52,#3,#0,#15,#8,5708,
22,Xaukruusha,#107,#1,#58,#23,#7,#8,#15,#8,5709,
12,Cantakkoitt,#107,#3,#114,#76,#7,#7,#2,#8,5710,
22,Iukhorruc,#71,#2,#37,#47,#3,#10,#15,#8,5711,
22,Viammoutu,#16,#13,#100,#77,#2,#10,#15,#8,5712,
12,Celthah,#72,#13,#3,#7,#2,#6,#11,#8,5713,
26,Jissibriss,#108,#2,#122,#55,#1,#10,#15,#8,5714,Game Token
25,Alriphao,#3,#0,#122,#12,#2,#1,#15,#8,5715,
15,Droilrelre,#110,#10,#122,#44,#3,#8,#15,#2,5716,
15,Aodaunsil,#55,#3,#122,#69,#4,#2,#15,#7,5717,
16,Dhuubhos,#24,#4,#122,#67,#3,#1,#14,#8,5718,
22,Vehrialrith,#68,#7,#115,#54,#0,#9,#15,#8,5719,
12,Ghiurnulfa,#129,#2,#67,#44,#1,#3,#5,#8,5720,
22,Xegnilmoss,#13,#10,#38,#62,#3,#7,#15,#8,5721,
22,Burtatt,#38,#9,#22,#10,#5,#10,#15,#8,5722,
22,Balnaus,#26,#2,#33,#10,#3,#6,#15,#8,5723,
12,Criudrew,#65,#12,#33,#23,#3,#8,#5,#8,5724,
22,Thoubres,#110,#6,#80,#25,#0,#0,#15,#8,5725,
22,Slucur,#34,#1,#102,#16,#2,#5,#15,#8,5726,
11,Sthochiun,#114,#6,#59,#39,#3,#2,#15,#6,5727,
22,Sleltha,#1,#11,#70,#82,#7,#4,#15,#8,5728,
15,Juubrauz,#11,#12,#122,#56,#4,#0,#15,#1,5729,
22,Gliddiodrion,#4,#1,#59,#87,#2,#8,#15,#8,5730,
25,Konott,#12,#1,#122,#67,#1,#4,#15,#8,5731,
25,Chalral,#105,#3,#122,#49,#2,#2,#15,#8,5732,
22,Tokia,#48,#3,#10,#84,#5,#3,#15,#8,5733,
5,Wriarsil,#67,#2,#122,#85,#1,#5,#2,#4,5734,
22,Yaphighe,#104,#14,#66,#25,#1,#1,#15,#8,5735,
5,Tegrerpek,#65,#5,#122,#84,#0,#6,#5,#3,5736,
25,Grakhess,#23,#1,#122,#85,#4,#7,#15,#8,5737,
12,Ploilthuulde,#10,#12,#56,#82,#4,#3,#8,#8,5738,
22,Draorsuu,#42,#8,#52,#16,#4,#9,#15,#8,5739,
25,Rerlaokuuh,#53,#10,#122,#39,#0,#0,#15,#8,5740,
22,Anekhew,#112,#13,#47,#87,#1,#5,#15,#8,5741,
2,Bizi,#13,#1,#37,#84,#2,#9,#7,#7,5742,
22,Ephriohott,#87,#12,#102,#15,#2,#7,#15,#8,5743,
22,Thralda,#88,#7,#62,#35,#6,#10,#15,#8,5744,
22,Lloutre,#66,#10,#0,#83,#3,#0,#15,#8,5745,
22,Slecerm,#29,#4,#27,#1,#6,#10,#15,#8,5746,
13,Arlekou,#125,#8,#119,#11,#2,#2,#9,#8,5747,
12,Ghaoxaugna,#36,#4,#101,#3,#7,#0,#12,#8,5748,
25,Guxxehr,#35,#9,#122,#71,#5,#7,#15,#8,5749,
26,Dabriakheal,#117,#2,#122,#85,#1,#0,#15,#8,5750,Game Token
25,Gioxtru,#23,#1,#122,#88,#1,#10,#15,#8,5751,
22,Tubrommar,#12,#14,#66,#77,#1,#0,#15,#8,5752,
22,Tobriarm,#44,#7,#93,#7,#6,#2,#15,#8,5753,
15,Erpuldal,#68,#12,#122,#65,#5,#8,#15,#1,5754,
16,Keashaogrou,#87,#3,#122,#66,#0,#4,#11,#8,5755,
11,Obuntarm,#116,#2,#84,#43,#5,#9,#15,#2,5756,
25,Sthroldioth,#108,#5,#122,#59,#5,#8,#15,#8,5757,
22,Kriraz,#117,#3,#25,#26,#1,#8,#15,#8,5758,
22,Yeathuursaah,#89,#9,#74,#13,#4,#1,#15,#8,5759,
12,Brucitt,#66,#7,#87,#71,#0,#7,#3,#8,5760,
12,Criltirr,#20,#14,#39,#50,#2,#2,#8,#8,5761,
22,Daokriu,#130,#14,#37,#35,#3,#4,#15,#8,5762,
25,Zirko,#49,#5,#122,#44,#3,#7,#15,#8,5763,
22,Stugnaz,#58,#13,#119,#47,#2,#5,#15,#8,5764,
22,Jilmaatoi,#39,#13,#38,#70,#2,#7,#15,#8,5765,
25,Ephraa,#106,#4,#122,#51,#6,#3,#15,#8,5766,
22,Sibiudaul,#112,#2,#90,#83,#2,#8,#15,#8,5767,
15,Ghaossimlin,#77,#8,#122,#83,#0,#5,#15,#0,5768,
22,Searnaaz,#120,#7,#50,#57,#1,#7,#15,#8,5769,
11,Chintea,#70,#7,#72,#16,#2,#7,#15,#7,5770,
22,Ziuddou,#56,#7,#19,#25,#3,#8,#15,#8,5771,
22,Fraahlez,#83,#14,#40,#17,#6,#9,#15,#8,5772,
25,Sthriugrealda,#21,#3,#122,#47,#6,#1,#15,#8,5773,
25,Straudugne,#1,#11,#122,#53,#7,#7,#15,#8,5774,
11,Uthetrorth,#66,#9,#116,#40,#4,#7,#15,#3,5775,
22,Praannoz,#91,#7,#23,#25,#2,#0,#15,#8,5776,
22,Frougeath,#106,#14,#73,#3,#5,#9,#15,#8,5777,
25,Friolmuun,#85,#13,#122,#56,#4,#3,#15,#8,5778,
12,Ilmishorm,#42,#11,#103,#12,#0,#10,#7,#8,5779,
25,Stossel,#0,#4,#122,#22,#2,#2,#15,#8,5780,
25,Strubek,#19,#0,#122,#64,#6,#7,#15,#8,5781,
12,Criathraok,#46,#11,#108,#36,#1,#4,#12,#8,5782,
22,Khiphic,#30,#11,#21,#83,#3,#2,#15,#8,5783,
25,Fruuxia,#101,#7,#122,#16,#5,#1,#15,#8,5784,
22,Blaohristhau,#3,#11,#18,#78,#4,#8,#15,#8,5785,
25,Intignarm,#15,#10,#122,#64,#5,#3,#15,#8,5786,
16,Doiphamla,#4,#14,#122,#65,#0,#0,#7,#8,5787,
22,Sthuhu,#119,#10,#8,#25,#6,#3,#15,#8,5788,
26,Sealtho,#88,#14,#122,#32,#2,#2,#15,#8,5789,Game Token
22,Waurphakath,#72,#5,#66,#85,#0,#3,#15,#8,5790,
22,Bozephrin,#118,#5,#46,#26,#5,#3,#15,#8,5791,
25,Paoldo,#11,#6,#122,#60,#1,#9,#15,#8,5792,
22,Sokkexxex,#76,#7,#54,#24,#5,#10,#15,#8,5793,
11,Khoussoi,#109,#14,#24,#6,#1,#1,#15,#4,5794,
22,Darnaukraun,#131,#9,#36,#26,#7,#1,#15,#8,5795,
22,Fraonionoin,#43,#3,#54,#34,#5,#4,#15,#8,5796,
22,Gliashias,#74,#5,#3,#53,#6,#0,#15,#8,5797,
22,Jiornucau,#42,#5,#106,#34,#5,#1,#15,#8,5798,
22,Wrastrun,#96,#4,#88,#43,#6,#7,#15,#8,5799,
22,Vruurche,#130,#4,#18,#53,#1,#2,#15,#8,5800,
22,Auxxiu,#61,#11,#71,#87,#1,#10,#15,#8,5801,
15,Crunro,#76,#13,#122,#39,#0,#2,#15,#6,5802,
25,Nirphaashio,#104,#0,#122,#88,#6,#7,#15,#8,5803,
22,Pleabbaachiuth,#71,#8,#3,#41,#3,#8,#15,#8,5804,
12,Pruxiache,#69,#8,#115,#11,#4,#5,#1,#8,5805,
22,Zarrialthoih,#72,#13,#67,#26,#0,#2,#15,#8,5806,
22,Zonandoiz,#89,#14,#53,#86,#1,#4,#15,#8,5807,
22,Creldoi,#19,#2,#95,#80,#0,#0,#15,#8,5808,
12,Iongulphean,#108,#14,#15,#25,#1,#5,#9,#8,5809,
25,Zudih,#104,#4,#122,#32,#5,#3,#15,#8,5810,
25,Hugguz,#121,#7,#122,#21,#0,#9,#15,#8,5811,
22,Srimmolthu,#7,#2,#92,#16,#0,#10,#15,#8,5812,
16,Jonek,#1,#8,#122,#79,#3,#0,#9,#8,5813,
22,Breanerr,#10,#11,#40,#20,#0,#4,#15,#8,5814,
22,Vauddou,#131,#11,#54,#46,#3,#4,#15,#8,5815,
22,Jontin,#94,#11,#112,#41,#4,#1,#15,#8,5816,
15,Zerchurth,#105,#8,#122,#49,#6,#9,#15,#5,5817,
22,Grebros,#29,#5,#61,#55,#1,#7,#15,#8,5818,
16,Waaxaaz,#84,#6,#122,#40,#6,#2,#4,#8,5819,
25,Mezzapho,#9,#9,#122,#68,#7,#3,#15,#8,5820,
25,Hakiltax,#126,#0,#122,#82,#1,#9,#15,#8,5821,
11,Obijaas,#51,#8,#23,#22,#0,#4,#15,#2,5822,
22,Crummauziow,#4,#3,#74,#39,#0,#9,#15,#8,5823,
22,Thaohriu,#96,#7,#114,#54,#3,#5,#15,#8,5824,
22,Riulthidro,#33,#2,#100,#16,#2,#4,#15,#8,5825,
22,Vreblendaw,#78,#8,#65,#27,#3,#0,#15,#8,5826,
25,Olthiruhr,#89,#5,#122,#53,#6,#0,#15,#8,5827,
12,Drakhess,#113,#6,#14,#68,#2,#10,#3,#8,5828,
12,Sthrultorpos,#59,#6,#37,#6,#0,#6,#1,#8,5829,
22,Strokkuukkec,#91,#3,#95,#10,#7,#9,#15,#8,5830,
12,Pruulphaphroi,#50,#7,#3,#86,#4,#9,#4,#8,5831,
26,Almerrek,#7,#2,#122,#39,#2,#7,#15,#8,5832,Game Token
25,Toucelros,#65,#4,#122,#29,#1,#8,#15,#8,5833,
22,Likhozzul,#108,#9,#31,#72,#7,#9,#15,#8,5834,
25,Shriugnoiduuth,#65,#13,#122,#54,#0,#0,#15,#8,5835,
25,Muknengow,#37,#2,#122,#59,#5,#0,#15,#8,5836,
12,Ristrel,#41,#13,#10,#62,#5,#2,#10,#8,5837,
22,Tedroiz,#121,#3,#6,#14,#2,#4,#15,#8,5838,
22,Lirac,#37,#6,#73,#73,#7,#2,#15,#8,5839,
25,Noulfiotroiz,#105,#7,#122,#22,#0,#2,#15,#8,5840,
12,Drisheszath,#45,#10,#102,#1,#7,#2,#5,#8,5841,
22,Phegrennuu,#30,#0,#9,#29,#2,#8,#15,#8,5842,
25,Srindinratt,#67,#0,#122,#66,#2,#1,#15,#8,5843,
22,Preaphis,#8,#0,#113,#33,#5,#2,#15,#8,5844,
12,Zuxtraumer,#107,#6,#44,#27,#4,#1,#6,#8,5845,
22,Srubloxaok,#65,#11,#72,#86,#0,#9,#15,#8,5846,
25,Sheaxxillaa,#92,#2,#122,#51,#6,#8,#15,#8,5847,
11,Sirpirchor,#85,#11,#82,#74,#6,#1,#15,#6,5848,
15,Voxhos,#66,#14,#122,#0,#7,#6,#15,#2,5849,
22,Cuthrou,#88,#11,#48,#13,#5,#8,#15,#8,5850,
22,Jorchok,#75,#14,#36,#66,#3,#10,#15,#8,5851,
22,Cruren,#106,#2,#110,#7,#0,#8,#15,#8,5852,
11,Stealfauldio,#33,#3,#75,#27,#6,#6,#15,#5,5853,
22,Bliathraomlo,#91,#7,#118,#16,#3,#10,#15,#8,5854,
22,Saapharel,#53,#6,#30,#12,#4,#3,#15,#8,5855,
12,Piadhaon,#4,#2,#76,#3,#2,#1,#14,#8,5856,
25,Krengur,#50,#12,#122,#9,#3,#9,#15,#8,5857,
26,Bloggonru,#35,#11,#122,#83,#2,#10,#15,#8,5858,Game Token
22,Shuseas,#43,#4,#12,#17,#3,#8,#15,#8,5859,
12,Krortaw,#107,#4,#34,#50,#5,#6,#9,#8,5860,
22,Plirruhra,#59,#13,#104,#52,#2,#4,#15,#8,5861,
12,Miphru,#78,#11,#19,#71,#0,#2,#11,#8,5862,
22,Wreciomfi,#115,#2,#91,#28,#0,#8,#15,#8,5863,
16,Iphruk,#29,#12,#122,#6,#5,#6,#1,#8,5864,
22,Chaorzutt,#1,#2,#112,#71,#4,#10,#15,#8,5865,
22,Sthuxxubi,#110,#6,#10,#65,#0,#6,#15,#8,5866,
22,Uphun,#48,#14,#73,#19,#6,#7,#15,#8,5867,
15,Shriarphongioz,#127,#14,#122,#35,#0,#10,#15,#4,5868,
2,Yaogriubo,#108,#1,#40,#9,#3,#9,#8,#7,5869,
12,Aanniuz,#29,#7,#105,#15,#0,#7,#9,#8,5870,
22,Puustraz,#32,#12,#55,#14,#1,#3,#15,#8,5871,
26,Soilnoin,#57,#2,#122,#0,#1,#10,#15,#8,5872,Game Token
25,Waomian,#80,#3,#122,#2,#0,#2,#15,#8,5873,
5,Tidorka,#59,#5,#122,#9,#3,#5,#0,#2,5874,
22,Yotouphus,#67,#9,#78,#26,#5,#8,#15,#8,5875,
2,Ghoizzao,#84,#8,#17,#25,#4,#8,#6,#1,5876,
22,Sounsidroi,#21,#6,#39,#0,#0,#4,#15,#8,5877,
25,Didol,#28,#13,#122,#62,#6,#7,#15,#8,5878,
12,Slouszial,#82,#2,#80,#78,#0,#1,#6,#8,5879,
11,Bliuzuphuuz,#91,#5,#67,#72,#1,#6,#15,#1,5880,
12,Crenraa,#43,#0,#90,#62,#1,#4,#8,#8,5881,
15,Mursandott,#127,#14,#122,#41,#6,#9,#15,#1,5882,
16,Dhaode,#102,#7,#122,#3,#7,#3,#3,#8,5883,
12,Iuxxia,#55,#11,#100,#61,#2,#6,#6,#8,5884,
22,Groushildeath,#30,#4,#71,#15,#0,#1,#15,#8,5885,
22,Lirdett,#112,#12,#5,#65,#4,#0,#15,#8,5886,
22,Sthrotuphaa,#68,#14,#86,#83,#4,#6,#15,#8,5887,
22,Broxxuul,#25,#3,#47,#70,#4,#10,#15,#8,5888,
25,Piommaumfias,#103,#12,#122,#36,#7,#0,#15,#8,5889,
11,Dornul,#33,#12,#79,#6,#3,#0,#15,#0,5890,
22,Frointoul,#82,#8,#12,#41,#2,#3,#15,#8,5891,
12,Intekoth,#41,#14,#15,#0,#0,#7,#4,#8,5892,
22,Rirus,#25,#3,#36,#53,#5,#8,#15,#8,5893,
16,Threldiuxxaa,#38,#11,#122,#70,#5,#1,#3,#8,5894,
15,Althac,#111,#5,#122,#13,#0,#4,#15,#6,5895,
25,Ialdauth,#68,#6,#122,#42,#5,#6,#15,#8,5896,
22,Xaomiummauz,#90,#10,#8,#68,#5,#10,#15,#8,5897,
11,Thoigriz,#82,#5,#12,#34,#3,#0,#15,#7,5898,
22,Phroisziaz,#84,#10,#36,#21,#1,#6,#15,#8,5899,
22,Dradrebe,#43,#0,#42,#48,#6,#6,#15,#8,5900,
25,Wrunthass,#99,#9,#122,#27,#5,#9,#15,#8,5901,
22,Chiarrahras,#128,#4,#71,#75,#7,#10,#15,#8,5902,
15,Plaottah,#103,#12,#122,#58,#5,#7,#15,#6,5903,
12,Khouxxuunta,#15,#13,#38,#21,#4,#10,#6,#8,5904,
5,Sthizoss,#72,#6,#122,#13,#6,#1,#9,#4,5905,
22,Slunthu,#108,#10,#90,#8,#3,#5,#15,#8,5906,
2,Himmu,#10,#9,#17,#6,#2,#9,#6,#5,5907,
12,Uphriathren,#105,#1,#1,#5,#5,#5,#1,#8,5908,
25,Struzomutt,#40,#1,#122,#61,#6,#10,#15,#8,5909,
22,Haobhiaz,#3,#0,#116,#25,#0,#9,#15,#8,5910,
22,Shruunao,#9,#0,#108,#58,#5,#9,#15,#8,5911,
22,Yathu,#16,#12,#107,#85,#6,#4,#15,#8,5912,
2,Sriukrahatt,#50,#10,#113,#86,#2,#0,#7,#5,5913,
22,Wruurkuw,#65,#12,#9,#55,#1,#2,#15,#8,5914,
22,Brudurtoz,#8,#12,#19,#44,#1,#6,#15,#8,5915,
25,Iudaokoun,#95,#14,#122,#72,#6,#8,#15,#8,5916,
22,Grakriulnel,#4,#8,#43,#69,#7,#7,#15,#8,5917,
26,Plaogaontu,#49,#8,#122,#9,#2,#9,#15,#8,5918,Game Token
11,Rethuk,#68,#5,#15,#22,#5,#8,#15,#5,5919,
25,Themmaantu,#105,#0,#122,#44,#5,#6,#15,#8,5920,
22,Khelruss,#117,#5,#78,#34,#2,#6,#15,#8,5921,
16,Praszoustrerth,#88,#5,#122,#86,#0,#0,#7,#8,5922,
26,Liaxath,#29,#11,#122,#35,#2,#2,#15,#8,5923,Game Token
25,Bussahr,#23,#2,#122,#56,#5,#6,#15,#8,5924,
16,Phaastrath,#62,#3,#122,#80,#1,#3,#1,#8,5925,
22,Ionthe,#76,#10,#64,#37,#0,#0,#15,#8,5926,
25,Juluth,#31,#11,#122,#2,#5,#9,#15,#8,5927,
22,Droszuhr,#55,#5,#52,#3,#1,#7,#15,#8,5928,
25,Broshoghatt,#73,#8,#122,#60,#4,#8,#15,#8,5929,
22,Prilmea,#84,#6,#88,#60,#2,#5,#15,#8,5930,
12,Ogaddath,#21,#14,#106,#63,#1,#5,#13,#8,5931,
12,Oszu,#80,#3,#20,#0,#4,#1,#14,#8,5932,
12,Woukol,#118,#1,#25,#86,#6,#9,#10,#8,5933,
25,Pherruul,#93,#11,#122,#49,#0,#4,#15,#8,5934,
22,Griorphaandrol,#74,#8,#118,#49,#6,#6,#15,#8,5935,
25,Hiukhin,#127,#1,#122,#41,#5,#2,#15,#8,5936,
22,Khighealriath,#43,#6,#26,#72,#5,#9,#15,#8,5937,
12,Sedea,#67,#1,#39,#15,#1,#4,#6,#8,5938,
15,Urkitt,#42,#9,#122,#42,#0,#4,#15,#1,5939,
22,Elfez,#33,#5,#115,#57,#4,#8,#15,#8,5940,
25,Dhuttea,#60,#2,#122,#78,#7,#8,#15,#8,5941,
22,Slurzhirr,#125,#1,#68,#25,#0,#5,#15,#8,5942,
25,Artirm,#89,#4,#122,#56,#3,#6,#15,#8,5943,
22,Blaondrou,#31,#7,#98,#77,#3,#3,#15,#8,5944,
16,Jarkix,#101,#12,#122,#86,#1,#8,#2,#8,5945,
22,Mashe,#52,#8,#6,#57,#6,#0,#15,#8,5946,
22,Ialru,#73,#1,#25,#9,#4,#8,#15,#8,5947,
2,Viobhuddauh,#34,#6,#105,#28,#5,#1,#0,#4,5948,
2,Modhuulpheal,#60,#1,#40,#30,#1,#10,#2,#7,5949,
22,Krirzu,#7,#5,#44,#12,#1,#8,#15,#8,5950,
22,Ukager,#3,#14,#65,#78,#3,#6,#15,#8,5951,
22,Chujeth,#29,#2,#45,#87,#7,#4,#15,#8,5952,
22,Iarli,#38,#8,#26,#84,#5,#10,#15,#8,5953,
11,Grarpodrus,#112,#10,#47,#55,#4,#3,#15,#4,5954,
25,Xurzerm,#16,#0,#122,#47,#1,#4,#15,#8,5955,
25,Sthrashuunthitt,#74,#6,#122,#2,#3,#9,#15,#8,5956,
12,Calmogax,#90,#8,#88,#37,#5,#0,#1,#8,5957,
22,Threakao,#48,#9,#53,#53,#5,#6,#15,#8,5958,
25,Caaliurlul,#97,#0,#122,#47,#0,#8,#15,#8,5959,
22,Sthrebrojuz,#24,#4,#3,#38,#2,#3,#15,#8,5960,
11,Zoingiuthriuth,#48,#12,#91,#33,#3,#7,#15,#5,5961,
12,Phaostrus,#92,#6,#75,#68,#3,#4,#1,#8,5962,
22,Liuknur,#24,#13,#121,#36,#5,#8,#15,#8,5963,
22,Sluuxhilnoi,#38,#10,#19,#7,#0,#7,#15,#8,5964,
22,Wrungutrur,#33,#2,#29,#40,#0,#1,#15,#8,5965,
22,Sheagoisaz,#128,#1,#111,#33,#0,#3,#15,#8,5966,
16,Xiozzen,#53,#10,#122,#59,#4,#6,#8,#8,5967,
22,Loudomurth,#56,#2,#69,#12,#0,#6,#15,#8,5968,
22,Tholrearzau,#124,#1,#100,#68,#6,#2,#15,#8,5969,
22,Wiansu,#45,#13,#12,#25,#6,#2,#15,#8,5970,
16,Phatrittus,#106,#13,#122,#12,#2,#7,#3,#8,5971,
25,Gruukkao,#116,#1,#122,#53,#7,#4,#15,#8,5972,
16,Jelniaxxaaz,#117,#0,#122,#49,#2,#10,#2,#8,5973,
22,Coilean,#67,#3,#48,#82,#6,#0,#15,#8,5974,
22,Blecaos,#66,#9,#31,#18,#0,#5,#15,#8,5975,
25,Orchi,#58,#5,#122,#61,#6,#8,#15,#8,5976,
11,Jontaxtruux,#58,#5,#81,#50,#1,#0,#15,#6,5977,
15,Sloulfilfehr,#127,#5,#122,#63,#7,#6,#15,#7,5978,
22,Sluuhaatrea,#82,#8,#77,#34,#4,#2,#15,#8,5979,
12,Prauddaaz,#48,#9,#103,#12,#0,#9,#9,#8,5980,
22,Xoindraolthia,#114,#14,#44,#54,#7,#3,#15,#8,5981,
25,Naatriorm,#85,#6,#122,#79,#4,#4,#15,#8,5982,
22,Tobbuugneaz,#7,#2,#43,#87,#0,#3,#15,#8,5983,
22,Pliohraan,#12,#8,#24,#53,#5,#1,#15,#8,5984,
22,Graadiogrial,#0,#9,#117,#55,#3,#4,#15,#8,5985,
22,Cronuc,#58,#0,#91,#61,#4,#4,#15,#8,5986,
25,Jentiox,#12,#4,#122,#32,#6,#10,#15,#8,5987,
22,Atersehr,#16,#2,#120,#55,#4,#6,#15,#8,5988,
16,Bounturpe,#92,#10,#122,#16,#6,#2,#6,#8,5989,
2,Bluunaamil,#12,#11,#21,#67,#0,#4,#8,#2,5990,
22,Bhoignaotaah,#121,#7,#107,#65,#3,#9,#15,#8,5991,
22,Froisearsoi,#25,#1,#119,#85,#7,#8,#15,#8,5992,
22,Hirzhoiszes,#125,#7,#78,#11,#4,#6,#15,#8,5993,
22,Sthaaldiu,#131,#7,#24,#69,#4,#2,#15,#8,5994,
22,Chokkoxxez,#68,#0,#52,#21,#6,#8,#15,#8,5995,
11,Yeathu,#10,#4,#53,#44,#7,#1,#15,#7,5996,
22,Pastrahr,#15,#9,#51,#46,#3,#2,#15,#8,5997,
