id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal,hairGroup,eyesGroup,beardGroup,backgroundColor,skullColor,bonesColor,beardColor,eyesColor,hairColor,base_count,color_count,fastKick,ironFists,skill_count,match_code,match_desc
3605,22,Crengublor,64,1,67,47,2,7,15,8,['FAST_KICK'],0,False,20,7,1,1,2,10,False,False,False,False,False,False,False,5,5,2,#a5d8ff,#e91e63,,,#673ab7,#3f51b5,6,4,True,False,1,0,
3606,22,Thaonta,30,12,35,5,2,1,15,8,['FAST_KICK'],0,False,12,9,1,6,1,12,False,False,False,False,False,False,False,4,3,2,#c2255c,#795548,,,#ffcdd2,#673ab7,6,4,True,False,1,0,
3607,12,Ghealtogir,23,2,40,12,7,3,12,8,['ICE_LORD'],0,False,9,6,1,6,9,9,False,False,True,False,False,False,False,4,3,2,#ffdeeb,#9c27b0,#3f51b5,,#263238,#009688,7,4,False,False,1,0,
3608,16,Caugnisiuth,98,14,122,3,2,6,12,8,"['ICE_LORD', 'IRON_FISTS']",0,False,5,1,11,6,8,1,False,False,True,False,False,False,False,9,3,2,#40c057,#ffffff,#3f51b5,,#00bcd4,,6,4,False,True,2,0,
3609,25,Lliugnian,46,13,122,88,7,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,12,3,4,1,2,False,False,False,False,False,False,True,9,7,2,#9775fa,#607d8b,,,#f44336,,5,3,True,True,3,0,
3610,12,Croddex,124,14,72,25,0,5,3,8,['LIGHTNING_LORD'],0,False,3,7,10,20,1,1,False,False,False,False,True,False,False,5,4,2,#ffd8a8,#ffffff,#ffeb3b,,#ffeb3b,#cddc39,7,4,False,False,1,1,bones=eyes
3611,22,Prousthaaxhioth,78,2,8,61,7,2,15,8,['FAST_KICK'],0,False,15,7,3,3,12,1,False,False,False,False,False,False,False,1,6,2,#15aabf,#9c27b0,,,#9c27b0,#009688,6,3,True,False,1,1,skull=eyes
3612,22,Khecelmiss,22,6,47,32,6,5,15,8,['FAST_KICK'],0,False,4,14,2,6,6,8,False,False,False,False,False,False,False,4,2,2,#fff0f6,#009688,,,#f44336,#f44336,6,3,True,False,1,1,eyes=hair
3613,22,Thealde,91,9,83,37,1,8,15,8,['FAST_KICK'],0,False,9,3,5,7,14,2,False,False,False,False,False,False,False,6,2,2,#087f5b,#ffeb3b,,,#00bcd4,#03a9f4,6,4,True,False,1,0,
3614,22,Sthrurran,115,6,80,14,5,2,15,8,['FAST_KICK'],0,False,8,6,4,10,9,3,False,False,False,False,False,False,False,6,1,2,#ffe066,#009688,,,,#673ab7,6,3,True,False,1,0,
3615,11,Stoulmaammi,117,11,57,8,5,5,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,1,15,4,21,1,1,False,False,False,False,False,True,False,0,3,1,#fcc419,#ff5722,,#212121,#ff5722,#ffeb3b,7,4,True,False,2,1,skull=eyes
3616,22,Banrustro,120,7,117,32,1,6,15,8,['FAST_KICK'],0,False,1,8,13,17,2,1,False,False,False,False,False,False,False,8,2,2,#f08c00,#4caf50,,,#f44336,#cddc39,6,4,True,False,1,0,
3617,5,Fruucian,115,2,122,66,5,1,9,0,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,7,6,3,8,6,1,False,True,False,False,False,True,False,9,6,0,#ffe066,#9c27b0,#e91e63,#37474f,#009688,,7,5,False,False,2,0,
3618,5,Strextriw,69,14,122,58,0,1,5,4,"['FIRE_LORD', 'ARCHMAGE']",0,False,9,6,3,6,2,4,True,False,False,False,False,True,False,9,5,1,#1c7ed6,#ffffff,#ff5722,#455a64,#f44336,,7,5,False,False,2,0,
3619,12,Teadhios,125,13,65,0,6,10,5,8,['FIRE_LORD'],0,False,11,13,3,7,1,6,True,False,False,False,False,False,False,5,3,2,#ffc078,#607d8b,#ff5722,,#e91e63,#9c27b0,7,5,False,False,1,0,
3620,22,Thriottaaraa,102,2,100,51,4,8,15,8,['FAST_KICK'],0,False,8,5,7,8,12,1,False,False,False,False,False,False,False,7,5,2,#f4fce3,#9c27b0,,,#009688,#009688,6,3,True,False,1,1,eyes=hair
3621,25,Llarau,42,10,122,6,2,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,8,5,11,1,1,False,False,False,False,False,False,True,9,3,2,#f3f0ff,#ff9800,,,#cddc39,,5,3,True,True,3,0,
3622,22,Kriszangass,67,11,74,38,6,10,15,8,['FAST_KICK'],0,False,6,11,6,11,4,2,False,False,False,False,False,False,False,5,2,2,#339af0,#ff5722,,,#4caf50,#ffc107,6,4,True,False,1,0,
3623,25,Blucuss,120,13,122,43,2,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,6,6,8,1,6,False,False,False,False,False,False,True,9,2,2,#f08c00,#607d8b,,,#ffcdd2,,5,3,True,True,3,0,
3624,22,Strelmul,25,1,22,42,3,0,15,8,['FAST_KICK'],0,False,10,9,1,5,2,14,False,False,False,False,False,False,False,2,2,2,#faa2c1,#e91e63,,,#ff9800,#03a9f4,6,4,True,False,1,0,
3625,16,Aulria,15,6,122,77,5,1,1,8,"['POISON_LORD', 'IRON_FISTS']",0,False,8,10,2,2,6,2,False,False,False,True,False,False,False,9,7,2,#ffa8a8,#009688,#4caf50,,#673ab7,,6,4,False,True,2,0,
3626,12,Ghachiukrau,130,10,56,75,3,8,5,8,['FIRE_LORD'],0,False,2,12,5,15,1,6,True,False,False,False,False,False,False,0,7,2,#e8590c,#ff9800,#ff5722,,#e91e63,#cddc39,7,5,False,False,1,0,
3627,22,Saomlau,77,1,3,71,3,2,15,8,['FAST_KICK'],0,False,10,12,2,4,6,6,False,False,False,False,False,False,False,1,6,2,#22b8cf,#e91e63,,,#ff5722,#673ab7,6,4,True,False,1,0,
3628,25,Brelmiw,24,1,122,68,2,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,4,5,5,1,12,False,False,False,False,False,False,True,9,6,2,#fcc2d7,#e91e63,,,#cddc39,,5,3,True,True,3,0,
3629,22,Sralfean,102,14,35,59,2,1,15,8,['FAST_KICK'],0,False,12,4,11,13,1,1,False,False,False,False,False,False,False,4,6,2,#f4fce3,#ffffff,,,#ffffff,#673ab7,6,3,True,False,1,1,skull=eyes
3630,22,Grealauddauth,27,3,8,45,0,8,15,8,['FAST_KICK'],0,False,11,9,1,1,6,12,False,False,False,False,False,False,False,1,5,2,#f06595,#673ab7,,,#e91e63,#009688,6,4,True,False,1,0,
3631,12,Sropharth,14,11,112,35,7,9,6,8,['REGENERATION_LORD'],0,False,12,14,1,8,1,6,False,True,False,False,False,False,False,8,2,2,#ffc9c9,#ff5722,#ffcdd2,,#3f51b5,#3f51b5,7,4,False,False,1,1,eyes=hair
3632,2,Pamohr,73,13,112,81,0,10,0,4,"['ARCHMAGE', 'POISON_LORD']",0,False,12,5,6,3,12,2,False,False,False,True,False,True,False,8,7,1,#c5f6fa,#607d8b,#009688,#455a64,#009688,#3f51b5,8,5,False,False,2,1,bones=eyes
3633,25,Gheaszaol,12,12,122,59,6,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,8,3,11,1,2,False,False,False,False,False,False,True,9,6,2,#fff5f5,#795548,,,#ffffff,,5,3,True,True,3,0,
3634,11,Geghuw,15,1,52,41,4,4,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,8,13,1,7,2,10,False,False,False,False,False,True,False,0,2,0,#ffa8a8,#e91e63,,#455a64,#ffc107,#2196f3,7,5,True,False,2,0,
3635,25,Chuchen,56,2,122,7,4,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,6,2,8,1,2,False,False,False,False,False,False,True,9,3,2,#748ffc,#9c27b0,,,#ffeb3b,,5,3,True,True,3,0,
3636,22,Dorchuthraoss,6,9,97,80,3,5,15,8,['FAST_KICK'],0,False,11,6,7,8,6,2,False,False,False,False,False,False,False,7,7,2,#ced4da,#ffeb3b,,,#00bcd4,#3f51b5,6,4,True,False,1,0,
3637,22,Kilemlao,61,3,69,33,6,8,15,8,['FAST_KICK'],0,False,16,7,2,1,6,8,False,False,False,False,False,False,False,5,2,2,#364fc7,#673ab7,,,#e91e63,#00bcd4,6,4,True,False,1,0,
3638,11,Noluu,70,13,85,66,3,10,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,10,4,10,4,10,2,False,False,False,False,False,True,False,6,6,1,#1971c2,#607d8b,,#263238,#009688,#4caf50,7,4,True,False,2,0,
3639,12,Xuddoren,114,9,30,10,3,0,3,8,['LIGHTNING_LORD'],0,False,4,5,8,17,1,6,False,False,False,False,True,False,False,2,3,2,#ffec99,#ffeb3b,#ffeb3b,,#ffffff,#ffcdd2,7,4,False,False,1,1,skull=bones
3640,26,Yistrisu,57,8,122,7,3,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,3,7,12,1,2,False,False,False,False,False,False,True,9,3,2,#5c7cfa,#cddc39,,,#ffeb3b,,5,3,True,True,3,0,
3641,22,Wrauhishih,82,3,111,37,0,1,15,8,['FAST_KICK'],0,False,15,9,3,1,12,1,False,False,False,False,False,False,False,8,2,2,#e6fcf5,#673ab7,,,#00bcd4,#673ab7,6,3,True,False,1,1,skull=hair
3642,22,Shohliungun,120,0,87,60,0,5,15,8,['FAST_KICK'],0,False,2,10,7,13,1,8,False,False,False,False,False,False,False,6,6,2,#f08c00,#f44336,,,#e91e63,#cddc39,6,4,True,False,1,0,
3643,25,Tioshen,119,3,122,76,3,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,9,2,7,1,1,False,False,False,False,False,False,True,9,7,2,#f59f00,#673ab7,,,#9c27b0,,5,3,True,True,3,0,
3644,12,Jihraz,13,8,57,18,4,1,0,8,['POISON_LORD'],0,False,2,10,7,13,1,8,False,False,False,True,False,False,False,0,4,2,#ffe3e3,#cddc39,#009688,,#e91e63,#ffeb3b,7,5,False,False,1,0,
3645,26,Pruukrixoiz,112,11,122,54,2,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,10,4,16,1,1,False,False,False,False,False,False,True,9,5,2,#fff9db,#ff5722,,,#ffeb3b,,5,3,True,True,3,0,
3646,12,Lliangiuchuu,110,8,95,73,1,10,12,8,['ICE_LORD'],0,False,6,9,10,13,1,2,False,False,True,False,False,False,False,7,6,2,#66a80f,#cddc39,#3f51b5,,#f44336,#9c27b0,7,5,False,False,1,0,
3647,22,Zosses,122,3,25,88,6,9,15,8,['FAST_KICK'],0,False,6,15,6,9,2,2,False,False,False,False,False,False,False,2,7,2,#fff4e6,#673ab7,,,#f44336,#4caf50,6,4,True,False,1,0,
3648,25,Slerchec,91,0,122,62,6,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,7,11,1,3,6,2,False,False,False,False,False,False,True,9,6,2,#087f5b,#f44336,,,#673ab7,,5,3,True,True,3,0,
3649,22,Throihor,114,12,72,39,3,8,15,8,['FAST_KICK'],0,False,3,4,12,21,1,1,False,False,False,False,False,False,False,5,2,2,#ffec99,#795548,,,#cddc39,#cddc39,6,3,True,False,1,1,eyes=hair
3650,22,Viulthauth,127,4,49,54,0,0,15,8,['FAST_KICK'],0,False,12,11,2,13,1,2,False,False,False,False,False,False,False,0,5,2,#ff922b,#3f51b5,,,#ffeb3b,#9c27b0,6,4,True,False,1,0,
3651,25,Kiahris,27,1,122,45,5,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,6,1,1,1,18,False,False,False,False,False,False,True,9,5,2,#f06595,#e91e63,,,#e91e63,,5,2,True,True,3,1,skull=eyes
3652,22,Khoirsio,64,1,95,58,0,6,15,8,['FAST_KICK'],0,False,14,11,1,3,2,10,False,False,False,False,False,False,False,7,5,2,#a5d8ff,#e91e63,,,#f44336,#9c27b0,6,4,True,False,1,0,
3653,12,Lotho,2,13,5,66,6,3,7,8,['POISON_LORD'],0,False,13,7,7,3,8,2,False,False,False,True,False,False,False,1,6,2,#f8f9fa,#607d8b,#000000,,#009688,#2196f3,7,5,False,False,1,0,
3654,22,Khechiurreas,125,12,5,80,7,9,15,8,['FAST_KICK'],0,False,11,7,2,10,8,2,False,False,False,False,False,False,False,1,7,2,#ffc078,#795548,,,#00bcd4,#2196f3,6,4,True,False,1,0,
3655,22,Vuxa,77,14,113,82,2,0,15,8,['FAST_KICK'],0,False,11,1,11,6,10,2,False,False,False,False,False,False,False,8,7,2,#22b8cf,#ffffff,,,#4caf50,#2196f3,6,4,True,False,1,0,
3656,22,Shriolroldaol,10,14,40,74,0,5,15,8,['FAST_KICK'],0,False,10,4,10,10,6,1,False,False,False,False,False,False,False,4,7,2,#343a40,#ffffff,,,#ffffff,#009688,6,3,True,False,1,1,skull=eyes
3657,22,Groilfaobiaz,72,6,40,56,2,9,15,8,['FAST_KICK'],0,False,5,7,5,5,18,1,False,False,False,False,False,False,False,4,5,2,#e3fafc,#009688,,,#ff5722,#009688,6,3,True,False,1,1,skull=hair
3658,25,Thealriolfiz,12,1,122,37,1,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,8,2,2,6,8,False,False,False,False,False,False,True,9,2,2,#fff5f5,#e91e63,,,#00bcd4,,5,3,True,True,3,0,
3659,5,Sthoungaphar,18,4,122,24,6,2,10,5,"['FIRE_LORD', 'ARCHMAGE']",0,False,6,7,5,8,1,4,True,False,False,False,False,True,False,9,4,1,#fa5252,#3f51b5,#9c27b0,#37474f,#cddc39,,7,5,False,False,2,0,
3660,25,Grialthaannoh,14,2,122,9,4,2,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,15,1,7,1,2,False,False,False,False,False,False,True,9,3,2,#ffc9c9,#9c27b0,,,#f44336,,5,3,True,True,3,0,
3661,26,Keblel,65,11,122,79,2,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,6,1,4,4,4,False,False,False,False,False,False,True,9,7,2,#74c0fc,#ff5722,,,#2196f3,,5,3,True,True,3,0,
3662,25,Eaxxius,37,6,122,11,0,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,4,2,4,9,3,False,False,False,False,False,False,True,9,0,2,#cc5de8,#009688,,,,,5,2,True,True,3,0,
3663,16,Mauhruh,115,5,122,17,5,2,11,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,6,2,2,10,5,5,False,True,False,False,False,False,False,9,0,2,#ffe066,#03a9f4,#673ab7,,,,6,3,False,True,2,0,
3664,22,Throcaakek,18,1,102,5,4,7,15,8,['FAST_KICK'],0,False,3,9,6,8,1,14,False,False,False,False,False,False,False,7,3,2,#fa5252,#e91e63,,,#ffcdd2,#cddc39,6,4,True,False,1,0,
3665,25,Slugiuth,2,8,122,62,0,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,7,8,6,1,1,False,False,False,False,False,False,True,9,6,2,#f8f9fa,#cddc39,,,#673ab7,,5,3,True,True,3,0,
3666,12,Ruurzoirm,63,14,35,88,6,4,11,8,['REGENERATION_LORD'],0,False,15,10,3,6,2,4,False,True,False,False,False,False,False,4,7,2,#d0ebff,#ffffff,#673ab7,,#f44336,#673ab7,7,4,False,False,1,1,bones=hair
3667,22,Xuurlao,106,13,15,37,6,3,15,8,['FAST_KICK'],0,False,6,4,11,7,6,6,False,False,False,False,False,False,False,1,2,2,#a9e34b,#607d8b,,,#00bcd4,#ffcdd2,6,4,True,False,1,0,
3668,16,Ribalthess,96,4,122,51,0,0,0,8,"['POISON_LORD', 'IRON_FISTS']",0,False,7,2,7,4,8,2,False,False,False,True,False,False,False,9,5,2,#69db7c,#3f51b5,#009688,,#009688,,6,3,False,True,2,1,bones=eyes
3669,22,Jaohlao,26,1,78,13,7,6,15,8,['FAST_KICK'],0,False,6,6,1,4,3,21,False,False,False,False,False,False,False,6,4,2,#f783ac,#e91e63,,,#263238,#e91e63,6,2,True,False,1,1,skull=hair
3670,12,Trephou,125,12,103,73,3,6,1,8,['POISON_LORD'],0,False,3,15,2,18,1,2,False,False,False,True,False,False,False,7,6,2,#ffc078,#795548,#4caf50,,#f44336,#ffeb3b,7,5,False,False,1,0,
3671,22,Wruxartaax,62,0,56,76,5,4,15,8,['FAST_KICK'],0,False,12,9,5,8,2,4,False,False,False,False,False,False,False,0,7,2,#e7f5ff,#f44336,,,#9c27b0,#cddc39,6,4,True,False,1,0,
3672,15,Gherzherzhi,11,12,122,87,2,4,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,7,6,4,7,1,6,False,False,False,False,False,True,False,9,7,0,#212529,#795548,,#263238,#ffcdd2,,6,3,True,False,2,0,
3673,12,Halliushe,108,6,62,71,7,8,8,8,['FIRE_LORD'],0,False,2,6,7,13,9,3,True,False,False,False,False,False,False,5,6,2,#82c91e,#009688,#f44336,,#ff5722,#263238,7,4,False,False,1,0,
3674,25,Axxahr,100,4,122,32,7,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,7,6,7,2,2,False,False,False,False,False,False,True,9,2,2,#2f9e44,#3f51b5,,,#f44336,,5,3,True,True,3,0,
3675,22,Strekhablar,98,8,108,28,4,3,15,8,['FAST_KICK'],0,False,1,6,11,15,5,3,False,False,False,False,False,False,False,8,4,2,#40c057,#cddc39,,,#f44336,#263238,6,3,True,False,1,0,
3676,22,Seaszaoghen,107,2,55,57,2,5,15,8,['FAST_KICK'],0,False,7,4,12,9,2,6,False,False,False,False,False,False,False,0,5,2,#94d82d,#9c27b0,,,#ffcdd2,#4caf50,6,4,True,False,1,0,
3677,22,Fruuhroun,78,12,113,51,2,6,15,8,['FAST_KICK'],0,False,12,3,3,6,14,2,False,False,False,False,False,False,False,8,5,2,#15aabf,#795548,,,#009688,#2196f3,6,4,True,False,1,0,
3678,25,Ghererr,78,14,122,17,6,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,5,1,5,8,9,3,False,False,False,False,False,False,True,9,0,2,#15aabf,#ffffff,,,,,5,2,True,True,3,0,
3679,12,Glaahroillaon,81,0,105,10,3,0,6,8,['REGENERATION_LORD'],0,False,5,12,5,10,6,2,False,True,False,False,False,False,False,7,3,2,#0b7285,#f44336,#ffcdd2,,#ffffff,#ff5722,7,5,False,False,1,0,
3680,16,Blizuubhiu,43,3,122,70,5,0,13,8,"['ICE_LORD', 'IRON_FISTS']",0,False,12,12,1,6,1,1,False,False,True,False,False,False,False,9,6,2,#e5dbff,#673ab7,#2196f3,,#ffc107,,6,4,False,True,2,0,
3681,11,Glelthuuth,84,9,24,2,6,10,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,8,4,4,8,14,2,False,False,False,False,False,True,False,2,3,1,#96f2d7,#ffeb3b,,#37474f,#2196f3,#009688,7,5,True,False,2,0,
3682,22,Blearaolpha,6,1,111,19,6,10,15,8,['FAST_KICK'],0,False,17,12,3,2,1,6,False,False,False,False,False,False,False,8,4,2,#ced4da,#e91e63,,,#9c27b0,#673ab7,6,4,True,False,1,0,
3683,25,Joldiroix,14,10,122,72,0,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,12,1,8,1,8,False,False,False,False,False,False,True,9,6,2,#ffc9c9,#ff9800,,,#ffcdd2,,5,3,True,True,3,0,
3684,12,Buulrioth,7,13,94,56,1,4,6,8,['REGENERATION_LORD'],0,False,8,14,6,6,1,6,False,True,False,False,False,False,False,7,5,2,#adb5bd,#607d8b,#ffcdd2,,#ff5722,#e91e63,7,5,False,False,1,0,
3685,16,Bulaugre,25,13,122,75,2,7,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,7,7,3,1,1,12,False,False,True,False,False,False,False,9,7,2,#faa2c1,#607d8b,#00bcd4,,#e91e63,,6,4,False,True,2,0,
3686,22,Iuszuuphroi,79,9,27,2,6,4,15,8,['FAST_KICK'],0,False,8,4,6,12,8,2,False,False,False,False,False,False,False,2,3,2,#1098ad,#ffeb3b,,,#2196f3,#ffeb3b,6,3,True,False,1,1,skull=hair
3687,11,Rimmicas,60,0,93,18,7,4,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,8,9,1,7,3,13,False,False,False,False,False,True,False,7,4,0,#3b5bdb,#f44336,,#212121,#e91e63,#263238,7,4,True,False,2,0,
3688,15,Lurdiphrol,38,4,122,86,6,10,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,12,11,1,5,1,2,False,False,False,False,False,True,False,9,7,0,#be4bdb,#3f51b5,,#263238,#ff5722,,6,3,True,False,2,0,
3689,22,Liumaus,117,3,40,32,0,5,15,8,['FAST_KICK'],0,False,7,13,3,11,6,1,False,False,False,False,False,False,False,4,2,2,#fcc419,#673ab7,,,#f44336,#009688,6,4,True,False,1,0,
3690,22,Slezurserth,87,14,20,49,4,7,15,8,['FAST_KICK'],0,False,16,2,4,6,8,4,False,False,False,False,False,False,False,2,5,2,#20c997,#ffffff,,,#2196f3,#3f51b5,6,4,True,False,1,0,
3691,11,Wrelrirpix,69,4,90,62,1,4,15,5,"['ARCHMAGE', 'FAST_KICK']",0,False,18,11,1,5,2,4,False,False,False,False,False,True,False,6,6,1,#1c7ed6,#3f51b5,,#37474f,#673ab7,#ff5722,7,5,True,False,2,0,
3692,12,Orreas,122,12,76,40,2,2,14,8,['ICE_LORD'],0,False,4,10,3,17,1,6,False,False,True,False,False,False,False,5,2,2,#fff4e6,#795548,#00bcd4,,#ffeb3b,#ffcdd2,7,5,False,False,1,0,
3693,22,Thregethreh,88,4,107,45,6,1,15,8,['FAST_KICK'],0,False,9,10,1,4,6,10,False,False,False,False,False,False,False,7,5,2,#12b886,#3f51b5,,,#e91e63,#f44336,6,4,True,False,1,0,
3694,22,Sthakkeknio,96,3,98,43,0,7,15,8,['FAST_KICK'],0,False,13,5,7,3,4,8,False,False,False,False,False,False,False,7,2,2,#69db7c,#673ab7,,,#ffcdd2,#2196f3,6,4,True,False,1,0,
3695,12,Gloziahruun,53,14,2,10,4,1,7,8,['POISON_LORD'],0,False,18,4,6,10,1,2,False,False,False,True,False,False,False,1,3,2,#dbe4ff,#ffffff,#000000,,#ffffff,#9c27b0,7,4,False,False,1,1,skull=eyes
3696,22,Merchau,69,3,71,65,4,3,15,8,['FAST_KICK'],0,False,14,4,8,2,10,2,False,False,False,False,False,False,False,5,6,2,#1c7ed6,#673ab7,,,#00bcd4,#8bc34a,6,4,True,False,1,0,
3697,12,Kelfanrahr,58,3,13,37,7,8,0,8,['POISON_LORD'],0,False,14,10,2,6,6,2,False,False,False,True,False,False,False,1,2,2,#4c6ef5,#673ab7,#009688,,#00bcd4,#ff9800,7,5,False,False,1,0,
3698,25,Ograuntaas,62,4,122,30,6,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,15,4,3,2,2,4,False,False,False,False,False,False,True,9,2,2,#e7f5ff,#3f51b5,,,#546e7a,,5,3,True,True,3,0,
3699,22,Umfaosthoh,42,4,47,4,4,2,15,8,['FAST_KICK'],0,False,12,10,6,6,2,4,False,False,False,False,False,False,False,4,3,2,#f3f0ff,#3f51b5,,,#4caf50,#f44336,6,4,True,False,1,0,
3700,12,Shriadruu,20,3,117,55,0,5,11,8,['REGENERATION_LORD'],0,False,6,15,5,12,1,2,False,True,False,False,False,False,False,8,5,2,#e03131,#673ab7,#673ab7,,#ff9800,#cddc39,7,4,False,False,1,1,skull=bones
3701,25,Xursaurm,104,1,122,76,1,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,5,5,6,1,6,False,False,False,False,False,False,True,9,7,2,#d8f5a2,#e91e63,,,#9c27b0,,5,3,True,True,3,0,
3702,22,Steanuz,76,13,33,15,5,1,15,8,['FAST_KICK'],0,False,10,5,8,5,6,6,False,False,False,False,False,False,False,4,1,2,#3bc9db,#607d8b,,,#ffffff,#e91e63,6,4,True,False,1,0,
3703,22,Grarkoth,114,8,109,54,4,7,15,8,['FAST_KICK'],0,False,2,6,9,17,1,6,False,False,False,False,False,False,False,8,5,2,#ffec99,#cddc39,,,#ffeb3b,#e91e63,6,4,True,False,1,0,
3704,12,Larostriul,36,7,2,7,3,6,7,8,['POISON_LORD'],0,False,12,9,8,9,2,1,False,False,False,True,False,False,False,1,3,2,#da77f2,#4caf50,#000000,,#ffeb3b,#9c27b0,7,5,False,False,1,0,
3705,26,Stoushoi,106,12,122,86,4,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,8,5,14,1,1,False,False,False,False,False,False,True,9,7,2,#a9e34b,#795548,,,#ff5722,,5,3,True,True,3,0,
3706,22,Ichiatuul,77,5,118,81,7,5,15,8,['FAST_KICK'],0,False,9,3,5,7,14,2,False,False,False,False,False,False,False,8,7,2,#22b8cf,#03a9f4,,,#009688,#ffeb3b,6,4,True,False,1,0,
3707,22,Gheakho,90,10,69,4,7,1,15,8,['FAST_KICK'],0,False,3,6,9,8,14,1,False,False,False,False,False,False,False,5,3,2,#099268,#ff9800,,,#4caf50,#00bcd4,6,4,True,False,1,0,
3708,22,Bloikniusu,128,2,80,29,6,10,15,8,['FAST_KICK'],0,False,15,12,3,10,1,1,False,False,False,False,False,False,False,6,4,2,#fd7e14,#9c27b0,,,#ffffff,#673ab7,6,4,True,False,1,0,
3709,22,Rezoknex,123,8,23,78,6,4,15,8,['FAST_KICK'],0,False,8,6,7,11,6,2,False,False,False,False,False,False,False,2,7,2,#ffe8cc,#cddc39,,,#3f51b5,#00bcd4,6,4,True,False,1,0,
3710,26,Throuttoh,59,8,122,51,3,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,7,2,6,7,6,2,False,False,False,False,False,False,True,9,5,2,#4263eb,#cddc39,,,#009688,,5,3,True,True,3,0,
3711,22,Xarsuhr,78,5,82,31,2,4,15,8,['FAST_KICK'],0,False,17,1,5,4,10,4,False,False,False,False,False,False,False,6,2,2,#15aabf,#03a9f4,,,#ffffff,#2196f3,6,4,True,False,1,0,
3712,11,Dorzedess,46,14,86,46,4,9,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,16,7,4,7,6,1,False,False,False,False,False,True,False,6,5,0,#9775fa,#ffffff,,#212121,#9c27b0,#009688,7,5,True,False,2,0,
3713,22,Bakregurr,71,12,51,29,4,8,15,8,['FAST_KICK'],0,False,18,3,3,10,2,4,False,False,False,False,False,False,False,0,4,2,#1864ab,#795548,,,#ffffff,#3f51b5,6,4,True,False,1,0,
3714,2,Crugosa,126,5,15,33,6,5,6,4,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,9,8,1,6,2,14,False,True,False,False,False,True,False,1,2,1,#ffa94d,#03a9f4,#ffcdd2,#455a64,#e91e63,#ffcdd2,8,5,False,False,2,1,bones=hair
3715,22,Sarsealthir,45,4,99,41,7,1,15,8,['FAST_KICK'],0,False,14,9,2,7,6,2,False,False,False,False,False,False,False,7,2,2,#b197fc,#3f51b5,,,#ffc107,#00bcd4,6,4,True,False,1,0,
3716,16,Frusthis,6,10,122,83,5,2,0,8,"['POISON_LORD', 'IRON_FISTS']",0,False,3,8,8,11,1,1,False,False,False,True,False,False,False,9,7,2,#ced4da,#ff9800,#009688,,#cddc39,,6,4,False,True,2,0,
