id,uniquenessIndex,name,backgroundId,skullGene,hairGene,eyesGene,noseGene,teethGene,bonesGene,beardGene,skills,rank,gameToken,intelligence,strength,dexterity,stamina,accuracy,speed,fireLord,regenerationLord,iceLord,poisonLord,lightningLord,archmage,immortal
5276,26,Auzzu,56,2,122,38,3,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,4,6,4,2,2,False,False,False,False,False,False,True
5277,12,Blorrou,77,12,85,69,1,9,5,8,['FIRE_LORD'],0,False,5,4,10,13,8,1,True,False,False,False,False,False,False
5278,22,Druukaorm,91,7,69,22,3,7,15,8,['FAST_KICK'],0,False,5,1,11,3,20,1,False,False,False,False,False,False,False
5279,25,Vrorpestriss,8,0,122,34,7,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,12,3,4,1,2,False,False,False,False,False,False,True
5280,22,Vikkuhr,118,1,89,6,1,2,15,8,['FAST_KICK'],0,False,2,9,7,16,1,6,False,False,False,False,False,False,False
5281,22,Ulduggeth,32,8,41,25,5,1,15,8,['FAST_KICK'],0,False,6,6,13,13,2,1,False,False,False,False,False,False,False
5282,12,Thauhleabbih,107,5,97,44,7,6,5,8,['FIRE_LORD'],0,False,15,1,8,10,2,4,True,False,False,False,False,False,False
5283,22,Suntiaraaz,55,7,119,19,3,6,15,8,['FAST_KICK'],0,False,12,9,6,9,2,2,False,False,False,False,False,False,False
5284,22,Ustrenius,50,11,77,73,0,5,15,8,['FAST_KICK'],0,False,6,15,1,11,3,5,False,False,False,False,False,False,False
5285,26,Sthiciurth,6,12,122,54,2,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,7,5,12,1,1,False,False,False,False,False,False,True
5286,22,Sloikommerth,29,2,15,38,6,10,15,8,['FAST_KICK'],0,False,9,6,7,4,2,12,False,False,False,False,False,False,False
5287,22,Yiramun,33,14,39,31,2,0,15,8,['FAST_KICK'],0,False,14,4,8,8,6,1,False,False,False,False,False,False,False
5288,22,Ceammerr,131,14,99,40,5,10,15,8,['FAST_KICK'],0,False,5,7,7,15,6,1,False,False,False,False,False,False,False
5289,12,Bruxasharm,74,11,109,68,1,0,4,8,['LIGHTNING_LORD'],0,False,4,8,7,9,6,6,False,False,False,False,True,False,False
5290,22,Arriac,15,8,55,68,0,6,15,8,['FAST_KICK'],0,False,1,6,16,14,2,2,False,False,False,False,False,False,False
5291,12,Hiosaogrus,49,4,56,23,0,7,12,8,['ICE_LORD'],0,False,12,4,11,9,2,2,False,False,True,False,False,False,False
5292,12,Thrahlougrou,35,0,61,73,5,7,2,8,['LIGHTNING_LORD'],0,False,8,18,1,4,1,10,False,False,False,False,True,False,False
5293,15,Aunsal,77,12,122,70,6,1,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,5,7,2,10,6,1,False,False,False,False,False,True,False
5294,25,Bigamiu,59,13,122,44,7,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,12,4,6,6,1,2,False,False,False,False,False,False,True
5295,12,Yujuuxtru,109,2,49,38,4,8,4,8,['LIGHTNING_LORD'],0,False,12,6,11,9,2,1,False,False,False,False,True,False,False
5296,26,Sthruborr,92,6,122,59,2,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,5,1,11,6,8,1,False,False,False,False,False,False,True
5297,22,Ghikrion,66,14,33,45,1,3,15,8,['FAST_KICK'],0,False,13,4,3,4,2,14,False,False,False,False,False,False,False
5298,22,Thakaamerr,25,0,91,57,6,7,15,8,['FAST_KICK'],0,False,4,10,2,4,1,20,False,False,False,False,False,False,False
5299,22,Shealdisthiuh,83,9,39,38,6,5,15,8,['FAST_KICK'],0,False,3,3,11,9,14,1,False,False,False,False,False,False,False
5300,25,Sthaldunin,11,8,122,5,6,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,4,4,9,7,1,6,False,False,False,False,False,False,True
5301,16,Issic,84,13,122,10,6,8,10,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,7,4,7,6,6,1,True,False,False,False,False,False,False
5302,25,Tiugaokauh,124,0,122,73,0,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,17,1,9,1,4,False,False,False,False,False,False,True
5303,22,Srogroc,49,5,106,21,5,2,15,8,['FAST_KICK'],0,False,19,4,1,2,4,10,False,False,False,False,False,False,False
5304,25,Llimlo,81,12,122,36,1,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,11,2,2,5,8,2,False,False,False,False,False,False,True
5305,22,Leaddih,44,5,21,3,2,3,15,8,['FAST_KICK'],0,False,20,3,2,1,10,4,False,False,False,False,False,False,False
5306,22,Vreggenorm,13,7,30,5,4,2,15,8,['FAST_KICK'],0,False,2,8,8,6,2,14,False,False,False,False,False,False,False
5307,2,Dhidraansio,129,7,70,85,4,8,11,5,"['ARCHMAGE', 'REGENERATION_LORD']",0,False,1,11,7,13,8,1,False,True,False,False,False,True,False
5308,22,Rourrao,10,8,35,0,7,10,15,8,['FAST_KICK'],0,False,11,9,8,6,1,6,False,False,False,False,False,False,False
5309,11,Ghudriarm,60,4,6,30,6,9,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,21,5,3,3,2,6,False,False,False,False,False,True,False
5310,22,Vrantial,22,5,86,14,1,2,15,8,['FAST_KICK'],0,False,9,3,1,5,11,11,False,False,False,False,False,False,False
5311,22,Oixxaomfao,81,5,62,80,4,10,15,8,['FAST_KICK'],0,False,10,1,4,4,17,5,False,False,False,False,False,False,False
5312,11,Glealroth,122,10,74,9,1,9,15,3,"['ARCHMAGE', 'FAST_KICK']",0,False,1,21,1,19,1,1,False,False,False,False,False,True,False
5313,22,Wrughoiss,106,8,120,30,1,10,15,8,['FAST_KICK'],0,False,4,4,14,12,1,6,False,False,False,False,False,False,False
5314,15,Yaaddan,119,8,122,18,3,5,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,2,4,7,11,1,6,False,False,False,False,False,True,False
5315,22,Vophaorth,71,6,27,67,3,1,15,8,['FAST_KICK'],0,False,8,2,10,8,10,2,False,False,False,False,False,False,False
5316,22,Khantuhr,123,10,45,64,2,4,15,8,['FAST_KICK'],0,False,6,15,1,15,2,2,False,False,False,False,False,False,False
5317,16,Blaathuz,61,6,122,67,1,4,7,8,"['POISON_LORD', 'IRON_FISTS']",0,False,8,1,8,3,8,2,False,False,False,True,False,False,False
5318,25,Strakharth,77,12,122,22,3,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,7,2,4,5,12,1,False,False,False,False,False,False,True
5319,22,Phophriansou,105,13,19,83,1,6,15,8,['FAST_KICK'],0,False,9,7,13,11,1,1,False,False,False,False,False,False,False
5320,16,Mushiggo,40,6,122,33,6,10,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,10,6,2,1,6,6,True,False,False,False,False,False,False
5321,25,Diurdontak,55,13,122,43,6,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,10,5,4,3,1,8,False,False,False,False,False,False,True
5322,22,Krossas,107,12,11,0,6,0,15,8,['FAST_KICK'],0,False,5,6,7,16,1,6,False,False,False,False,False,False,False
5323,22,Krathruxtrurr,3,1,33,81,3,3,15,8,['FAST_KICK'],0,False,8,8,4,2,6,12,False,False,False,False,False,False,False
5324,22,Oilthouss,63,10,85,36,4,4,15,8,['FAST_KICK'],0,False,12,5,6,7,6,4,False,False,False,False,False,False,False
5325,22,Thunith,38,12,100,10,1,0,15,8,['FAST_KICK'],0,False,13,7,4,10,6,1,False,False,False,False,False,False,False
5326,12,Sthemutrarm,64,14,89,36,7,5,8,8,['FIRE_LORD'],0,False,15,5,3,9,4,4,True,False,False,False,False,False,False
5327,22,Vradruxtro,34,9,78,63,4,0,15,8,['FAST_KICK'],0,False,14,9,2,7,1,8,False,False,False,False,False,False,False
5328,12,Graokhe,85,1,102,49,6,5,2,8,['LIGHTNING_LORD'],0,False,9,3,6,6,8,8,False,False,False,False,True,False,False
5329,11,Sronrugil,64,1,41,48,0,3,15,1,"['ARCHMAGE', 'FAST_KICK']",0,False,14,3,6,3,4,10,False,False,False,False,False,True,False
5330,11,Plaushuh,115,9,5,29,5,2,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,9,4,7,16,2,2,False,False,False,False,False,True,False
5331,25,Gheamio,34,1,122,74,7,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,11,6,3,4,1,6,False,False,False,False,False,False,True
5332,22,Sluuxhithao,32,1,66,54,7,6,15,8,['FAST_KICK'],0,False,14,12,2,6,1,6,False,False,False,False,False,False,False
5333,25,Xaalmih,23,3,122,50,5,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,10,6,2,1,6,6,False,False,False,False,False,False,True
5334,16,Xigaagra,32,2,122,76,1,7,2,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,18,10,1,2,1,1,False,False,False,False,True,False,False
5335,22,Coldilfa,119,9,113,73,2,3,15,8,['FAST_KICK'],0,False,6,10,4,14,2,4,False,False,False,False,False,False,False
5336,12,Aurkialmu,116,14,44,80,5,0,4,8,['LIGHTNING_LORD'],0,False,5,7,7,15,6,1,False,False,False,False,True,False,False
5337,2,Vrerziasuz,127,12,50,51,4,0,10,0,"['FIRE_LORD', 'ARCHMAGE']",0,False,10,12,1,11,6,1,True,False,False,False,False,True,False
5338,25,Wronihroh,111,10,122,14,3,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,5,5,14,3,3,False,False,False,False,False,False,True
5339,11,Praultitt,110,5,108,85,3,6,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,6,5,5,14,5,5,False,False,False,False,False,True,False
5340,2,Thrubrithrou,39,2,113,54,0,1,10,3,"['FIRE_LORD', 'ARCHMAGE']",0,False,18,9,2,7,2,2,True,False,False,False,False,True,False
5341,22,Druuldirm,113,10,67,65,0,0,15,8,['FAST_KICK'],0,False,8,8,4,12,6,2,False,False,False,False,False,False,False
5342,12,Sludrixxess,9,11,28,18,0,4,5,8,['FIRE_LORD'],0,False,5,16,3,10,1,6,True,False,False,False,False,False,False
5343,12,Khaorris,47,12,7,87,4,6,3,8,['LIGHTNING_LORD'],0,False,12,6,3,7,6,6,False,False,False,False,True,False,False
5344,22,Pebbiushoh,22,6,20,60,1,2,15,8,['FAST_KICK'],0,False,12,5,2,1,6,14,False,False,False,False,False,False,False
5345,22,Julriokness,100,13,14,9,5,6,15,8,['FAST_KICK'],0,False,3,15,9,11,2,1,False,False,False,False,False,False,False
5346,12,Bliaghurr,31,5,15,1,3,7,1,8,['POISON_LORD'],0,False,15,6,1,2,2,14,False,False,False,True,False,False,False
5347,22,Prodaazziun,115,3,66,0,4,1,15,8,['FAST_KICK'],0,False,14,12,2,6,1,6,False,False,False,False,False,False,False
5348,25,Khurzior,100,12,122,54,7,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,4,8,13,2,1,False,False,False,False,False,False,True
5349,25,Gruugriul,94,12,122,15,5,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,2,9,11,2,1,False,False,False,False,False,False,True
5350,22,Xaghaumihr,72,9,11,32,0,7,15,8,['FAST_KICK'],0,False,2,10,6,16,6,1,False,False,False,False,False,False,False
5351,16,Ionnaah,59,3,122,18,6,6,12,8,"['ICE_LORD', 'IRON_FISTS']",0,False,14,7,1,1,1,8,False,False,True,False,False,False,False
5352,16,Chaphondec,109,12,122,75,4,8,7,8,"['POISON_LORD', 'IRON_FISTS']",0,False,5,4,5,10,1,6,False,False,False,True,False,False,False
5353,25,Wollaummuuz,100,12,122,82,6,7,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,2,12,9,4,1,False,False,False,False,False,False,True
5354,22,Vrobrisho,112,9,22,60,7,10,15,8,['FAST_KICK'],0,False,8,6,4,12,2,8,False,False,False,False,False,False,False
5355,22,Grixakkourr,36,8,77,23,3,1,15,8,['FAST_KICK'],0,False,6,4,11,11,5,3,False,False,False,False,False,False,False
5356,22,Wiroidros,61,9,51,72,4,8,15,8,['FAST_KICK'],0,False,13,5,3,9,1,10,False,False,False,False,False,False,False
5357,22,Perpuk,83,8,27,27,7,2,15,8,['FAST_KICK'],0,False,2,4,9,13,6,6,False,False,False,False,False,False,False
5358,22,Graastriogaa,107,7,107,42,6,3,15,8,['FAST_KICK'],0,False,1,11,11,14,2,2,False,False,False,False,False,False,False
5359,22,Jiobaa,90,7,97,34,1,2,15,8,['FAST_KICK'],0,False,13,5,7,5,8,2,False,False,False,False,False,False,False
5360,22,Bhindrath,73,4,89,40,4,1,15,8,['FAST_KICK'],0,False,8,8,4,12,6,2,False,False,False,False,False,False,False
5361,22,Zaorniuhrou,29,3,118,44,4,9,15,8,['FAST_KICK'],0,False,11,8,5,10,1,6,False,False,False,False,False,False,False
5362,15,Chearsenta,68,10,122,20,7,9,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,12,9,1,5,2,2,False,False,False,False,False,True,False
5363,22,Kiagnoil,7,13,41,75,2,4,15,8,['FAST_KICK'],0,False,8,8,12,4,2,6,False,False,False,False,False,False,False
5364,25,Cichauth,15,8,122,8,1,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,11,5,12,1,2,False,False,False,False,False,False,True
5365,2,Aogassal,23,14,103,16,4,4,0,4,"['ARCHMAGE', 'POISON_LORD']",0,False,8,4,8,14,1,6,False,False,False,True,False,True,False
5366,25,Ghuszarth,118,3,122,10,7,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,6,5,10,1,1,False,False,False,False,False,False,True
5367,12,Luldophaw,31,2,71,2,7,8,13,8,['ICE_LORD'],0,False,14,5,6,3,4,8,False,False,True,False,False,False,False
5368,22,Malmaw,17,7,9,31,3,8,15,8,['FAST_KICK'],0,False,3,6,15,10,4,2,False,False,False,False,False,False,False
5369,25,Glaograuxxauh,77,3,122,65,1,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,10,4,4,1,12,1,False,False,False,False,False,False,True
5370,12,Wruknul,25,7,52,77,7,1,8,8,['FIRE_LORD'],0,False,14,6,6,2,4,8,True,False,False,False,False,False,False
5371,16,Prelthuc,126,3,122,47,0,6,11,8,"['IRON_FISTS', 'REGENERATION_LORD']",0,False,12,13,1,5,1,1,False,True,False,False,False,False,False
5372,26,Vuknitow,39,1,122,21,2,8,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,14,6,1,1,2,8,False,False,False,False,False,False,True
5373,22,Shrionthaanthou,119,8,121,9,2,0,15,8,['FAST_KICK'],0,False,1,14,7,17,1,2,False,False,False,False,False,False,False
5374,25,Wixxaulfo,90,7,122,73,7,0,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,7,7,5,8,2,False,False,False,False,False,False,True
5375,22,Naansithroz,55,4,1,57,4,9,15,8,['FAST_KICK'],0,False,15,5,1,3,1,16,False,False,False,False,False,False,False
5376,22,Rialmaoth,62,0,46,75,0,8,15,8,['FAST_KICK'],0,False,9,9,1,3,2,16,False,False,False,False,False,False,False
5377,22,Ahluu,119,14,55,53,5,3,15,8,['FAST_KICK'],0,False,3,2,16,17,2,1,False,False,False,False,False,False,False
5378,25,Cuggett,73,9,122,41,6,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,7,4,11,6,1,False,False,False,False,False,False,True
5379,12,Strothrojor,127,10,63,6,4,6,7,8,['POISON_LORD'],0,False,1,16,5,17,1,2,False,False,False,True,False,False,False
5380,16,Gheaphrah,61,10,122,57,4,10,5,8,"['FIRE_LORD', 'IRON_FISTS']",0,False,7,7,1,7,1,8,True,False,False,False,False,False,False
5381,16,Drerzar,10,2,122,0,7,7,1,8,"['POISON_LORD', 'IRON_FISTS']",0,False,11,8,3,2,1,6,False,False,False,True,False,False,False
5382,22,Phraakakhiath,20,13,52,6,3,8,15,8,['FAST_KICK'],0,False,9,9,8,8,2,4,False,False,False,False,False,False,False
5383,12,Jakherku,37,5,109,61,2,3,9,8,['REGENERATION_LORD'],0,False,20,9,1,1,2,8,False,True,False,False,False,False,False
5384,22,Prerios,108,11,2,82,0,3,15,8,['FAST_KICK'],0,False,6,9,11,12,2,1,False,False,False,False,False,False,False
5385,11,Sthuurauth,99,8,74,13,3,9,15,0,"['ARCHMAGE', 'FAST_KICK']",0,False,1,5,11,16,5,3,False,False,False,False,False,True,False
5386,12,Srerrek,0,12,43,0,5,10,7,8,['POISON_LORD'],0,False,8,6,5,15,1,6,False,False,False,True,False,False,False
5387,22,Jalnaa,57,5,62,82,7,5,15,8,['FAST_KICK'],0,False,12,1,6,7,7,7,False,False,False,False,False,False,False
5388,22,Hiantexxa,25,5,67,65,4,0,15,8,['FAST_KICK'],0,False,16,3,2,1,8,10,False,False,False,False,False,False,False
5389,12,Paocheal,28,14,64,3,4,8,4,8,['LIGHTNING_LORD'],0,False,9,4,5,4,6,12,False,False,False,False,True,False,False
5390,16,Eanthorchoss,65,0,122,3,4,4,2,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,8,6,2,2,8,4,False,False,False,False,True,False,False
5391,12,Coltuhr,127,6,43,55,0,9,14,8,['ICE_LORD'],0,False,2,12,4,16,6,1,False,False,True,False,False,False,False
5392,26,Thaussaugnuul,86,8,122,3,4,10,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,3,1,8,6,12,1,False,False,False,False,False,False,True
5393,22,Zorsio,35,11,31,79,3,2,15,8,['FAST_KICK'],0,False,12,16,1,6,2,4,False,False,False,False,False,False,False
5394,22,Theaddaucith,15,0,97,31,6,4,15,8,['FAST_KICK'],0,False,9,13,3,9,1,6,False,False,False,False,False,False,False
5395,22,Yioxaun,95,8,18,51,4,4,15,8,['FAST_KICK'],0,False,3,3,12,8,8,6,False,False,False,False,False,False,False
5396,25,Creltin,124,11,122,3,5,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,2,11,2,9,6,1,False,False,False,False,False,False,True
5397,15,Vialthirm,48,3,122,69,2,9,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,12,9,2,7,1,1,False,False,False,False,False,True,False
5398,25,Iorriphouhr,16,4,122,57,4,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,7,8,1,4,1,10,False,False,False,False,False,False,True
5399,22,Woutemfou,4,2,60,55,3,3,15,8,['FAST_KICK'],0,False,10,12,4,8,1,6,False,False,False,False,False,False,False
5400,22,Pildul,41,6,12,86,3,6,15,8,['FAST_KICK'],0,False,8,15,2,9,6,1,False,False,False,False,False,False,False
5401,22,Vameaz,98,13,38,56,7,2,15,8,['FAST_KICK'],0,False,9,9,9,7,4,2,False,False,False,False,False,False,False
5402,11,Khuutriontiaz,19,0,60,72,1,5,15,2,"['ARCHMAGE', 'FAST_KICK']",0,False,2,14,2,6,1,16,False,False,False,False,False,True,False
5403,22,Chuzigro,86,1,58,51,3,8,15,8,['FAST_KICK'],0,False,4,9,2,7,12,6,False,False,False,False,False,False,False
5404,22,Sliutroihria,106,4,49,4,1,7,15,8,['FAST_KICK'],0,False,12,4,11,9,2,2,False,False,False,False,False,False,False
5405,16,Xaggersoss,3,13,122,57,0,1,14,8,"['ICE_LORD', 'IRON_FISTS']",0,False,7,7,7,3,1,6,False,False,True,False,False,False,False
5406,11,Srursihiaz,50,1,27,10,3,8,15,4,"['ARCHMAGE', 'FAST_KICK']",0,False,11,7,5,11,1,6,False,False,False,False,False,True,False
5407,22,Paphrediu,129,7,100,7,2,9,15,8,['FAST_KICK'],0,False,1,8,9,14,8,1,False,False,False,False,False,False,False
5408,22,Bhautruu,13,11,36,40,0,9,15,8,['FAST_KICK'],0,False,6,15,2,13,1,4,False,False,False,False,False,False,False
5409,12,Haordoishuk,78,4,30,36,7,1,2,8,['LIGHTNING_LORD'],0,False,15,2,3,2,8,10,False,False,False,False,True,False,False
5410,22,Haorlamlea,84,1,39,33,4,10,15,8,['FAST_KICK'],0,False,7,5,3,1,12,12,False,False,False,False,False,False,False
5411,25,Blobraath,39,9,122,38,0,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,6,8,8,2,1,False,False,False,False,False,False,True
5412,12,Blirzaggearm,51,7,31,39,4,1,8,8,['FIRE_LORD'],0,False,6,9,11,10,2,2,True,False,False,False,False,False,False
5413,22,Khognaoxuu,52,1,34,87,4,6,15,8,['FAST_KICK'],0,False,15,7,1,3,1,14,False,False,False,False,False,False,False
5414,12,Ustrirr,81,13,19,0,5,4,0,8,['POISON_LORD'],0,False,13,9,5,1,6,6,False,False,False,True,False,False,False
5415,22,Slexi,34,12,97,75,1,4,15,8,['FAST_KICK'],0,False,17,9,1,6,1,8,False,False,False,False,False,False,False
5416,22,Stoirea,75,14,31,9,6,3,15,8,['FAST_KICK'],0,False,5,12,5,10,6,2,False,False,False,False,False,False,False
5417,25,Lurer,59,9,122,70,3,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,8,2,12,1,2,False,False,False,False,False,False,True
5418,22,Domiar,14,9,27,22,3,8,15,8,['FAST_KICK'],0,False,2,10,6,14,6,2,False,False,False,False,False,False,False
5419,16,Vrinorth,8,11,122,36,0,1,3,8,"['IRON_FISTS', 'LIGHTNING_LORD']",0,False,9,9,3,5,2,2,False,False,False,False,True,False,False
5420,22,Weabugnul,45,7,88,71,4,5,15,8,['FAST_KICK'],0,False,6,11,8,13,2,1,False,False,False,False,False,False,False
5421,22,Glouhuugrau,112,9,47,76,4,2,15,8,['FAST_KICK'],0,False,6,13,4,15,1,2,False,False,False,False,False,False,False
5422,12,Glaotraustro,49,11,17,69,4,4,13,8,['ICE_LORD'],0,False,6,11,2,15,3,3,False,False,True,False,False,False,False
5423,22,Krurzirzhel,91,2,95,54,5,10,15,8,['FAST_KICK'],0,False,13,9,3,9,6,1,False,False,False,False,False,False,False
5424,25,Thiothiuphro,85,10,122,77,5,4,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,7,10,1,6,6,1,False,False,False,False,False,False,True
5425,22,Gidaos,63,6,14,79,7,2,15,8,['FAST_KICK'],0,False,14,6,2,4,10,4,False,False,False,False,False,False,False
5426,22,Zuggo,102,5,6,42,1,6,15,8,['FAST_KICK'],0,False,12,5,5,10,4,4,False,False,False,False,False,False,False
5427,12,Slerzhath,130,13,83,15,3,4,2,8,['LIGHTNING_LORD'],0,False,12,8,6,10,2,2,False,False,False,False,True,False,False
5428,22,Ganthe,100,6,106,14,6,3,15,8,['FAST_KICK'],0,False,3,1,9,7,11,9,False,False,False,False,False,False,False
5429,11,Boulriobhin,85,3,62,6,5,8,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,7,5,6,10,9,3,False,False,False,False,False,True,False
5430,22,Xastrozaoz,38,7,83,50,5,8,15,8,['FAST_KICK'],0,False,14,4,8,2,10,2,False,False,False,False,False,False,False
5431,25,Xusthaban,97,9,122,69,2,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,1,4,10,14,2,1,False,False,False,False,False,False,True
5432,22,Gusus,100,10,67,82,3,9,15,8,['FAST_KICK'],0,False,6,6,12,10,4,2,False,False,False,False,False,False,False
5433,22,Liathrecaa,130,10,105,47,6,2,15,8,['FAST_KICK'],0,False,6,20,1,14,1,1,False,False,False,False,False,False,False
5434,22,Xignentu,9,14,69,54,5,2,15,8,['FAST_KICK'],0,False,8,5,10,11,6,1,False,False,False,False,False,False,False
5435,22,Chimmaziul,41,8,1,53,6,1,15,8,['FAST_KICK'],0,False,8,6,10,10,1,6,False,False,False,False,False,False,False
5436,22,Paxhioteh,85,6,35,74,5,1,15,8,['FAST_KICK'],0,False,12,5,6,5,12,1,False,False,False,False,False,False,False
5437,22,Azilfow,33,10,44,2,1,9,15,8,['FAST_KICK'],0,False,12,14,1,10,2,2,False,False,False,False,False,False,False
5438,11,Thilthik,35,10,53,65,5,5,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,10,9,4,5,12,1,False,False,False,False,False,True,False
5439,15,Yixotraohr,69,6,122,50,1,6,15,6,"['ARCHMAGE', 'FAST_KICK']",0,False,10,1,4,1,14,2,False,False,False,False,False,True,False
5440,25,Maammirzhuz,45,9,122,54,3,9,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,6,7,4,13,1,1,False,False,False,False,False,False,True
5441,22,Phionguukrauh,113,0,92,3,3,5,15,8,['FAST_KICK'],0,False,2,14,4,10,6,4,False,False,False,False,False,False,False
5442,11,Bhoihrea,100,9,102,14,1,1,15,7,"['ARCHMAGE', 'FAST_KICK']",0,False,1,2,13,17,5,3,False,False,False,False,False,True,False
5443,16,Iakeakria,48,12,122,49,4,6,13,8,"['ICE_LORD', 'IRON_FISTS']",0,False,15,5,1,6,2,2,False,False,True,False,False,False,False
5444,22,Stuumlaath,121,0,45,69,0,10,15,8,['FAST_KICK'],0,False,1,15,4,19,1,2,False,False,False,False,False,False,False
5445,22,Axtru,70,4,74,39,4,1,15,8,['FAST_KICK'],0,False,12,6,5,11,2,4,False,False,False,False,False,False,False
5446,25,Coudrauzziz,72,4,122,54,6,3,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,8,3,4,7,6,2,False,False,False,False,False,False,True
5447,12,Plussioh,129,13,31,36,4,5,6,8,['REGENERATION_LORD'],0,False,9,14,3,8,2,4,False,True,False,False,False,False,False
5448,25,Chuxebras,47,5,122,60,0,5,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,14,5,1,1,2,8,False,False,False,False,False,False,True
5449,22,Zezurm,56,0,120,37,0,0,15,8,['FAST_KICK'],0,False,9,8,3,4,6,10,False,False,False,False,False,False,False
5450,22,Froubrobruun,73,2,29,79,2,2,15,8,['FAST_KICK'],0,False,14,9,2,5,8,2,False,False,False,False,False,False,False
5451,25,Hiondriul,8,12,122,74,6,1,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,9,5,6,10,1,1,False,False,False,False,False,False,True
5452,16,Blaoriu,99,10,122,48,5,7,0,8,"['POISON_LORD', 'IRON_FISTS']",0,False,6,6,6,8,2,2,False,False,False,True,False,False,False
5453,22,Prorsuu,52,6,73,45,1,6,15,8,['FAST_KICK'],0,False,10,5,4,7,6,8,False,False,False,False,False,False,False
5454,12,Laszaurnoi,124,6,120,6,3,9,7,8,['POISON_LORD'],0,False,3,6,8,11,6,6,False,False,False,True,False,False,False
5455,22,Glouphrauz,4,1,118,81,2,0,15,8,['FAST_KICK'],0,False,6,8,6,8,6,6,False,False,False,False,False,False,False
5456,22,Ghoniziu,86,4,53,8,0,8,15,8,['FAST_KICK'],0,False,9,7,3,7,12,2,False,False,False,False,False,False,False
5457,25,Duddaol,86,2,122,48,4,6,15,8,"['IMMORTALITY', 'IRON_FISTS', 'FAST_KICK']",0,True,13,5,1,3,6,2,False,False,False,False,False,False,True
5458,12,Wruudreziu,72,1,115,41,4,1,4,8,['LIGHTNING_LORD'],0,False,5,8,3,6,12,6,False,False,False,False,True,False,False
5459,22,Brilthutt,118,7,118,87,4,3,15,8,['FAST_KICK'],0,False,1,5,11,15,2,6,False,False,False,False,False,False,False
